season,team,playoff_series_count,playoff_series_wins,playoff_series_losses,playoff_round_score,playoff_path_difficulty,playoff_opponent_srs_avg,playoff_opponent_net_rating_avg,playoff_opponent_win_pct_avg,playoff_opponent_power_avg,playoff_opponent_strength_score,playoff_champion,playoff_finals,playoff_upset_wins
1964,LAL,1,0,1,2,29.160625703919226,1.39,1.4,0.575,54.08907010874439,37.35584790954714,0,0,0
1964,PHI,1,0,1,2,47.79982063395644,4.43,4.4,0.6875,61.645467487342614,67.41906553863943,0,0,0
1964,SFW,2,1,1,4,77.74864899168708,4.16,3.8499999999999996,0.65625,59.08375754164402,91.53007901885012,0,1,0
1964,STL,2,1,1,3,49.912207615278355,2.64,2.6500000000000004,0.5625,56.121290892644666,56.31001228270702,0,0,0
1965,BAL,2,1,1,3,48.693579848711266,2.19,2.1500000000000004,0.5875,56.55513010861931,54.344483626953654,0,0,0
1965,BOS,2,2,0,4,67.74549388105453,0.7849999999999999,0.75,0.55625,53.0465741239524,57.65402238879762,1,1,0
1965,CIN,1,0,1,2,19.46508244332929,-0.13,-0.1,0.5,50.2641194067899,21.717874908595633,0,0,0
1965,LAL,2,1,1,4,71.07271581638201,2.745,2.4000000000000004,0.61875,57.732968937822406,80.76244486513227,0,1,0
1965,PHI,2,1,1,3,65.96403032946262,4.75,4.35,0.6875,63.02647443221245,82.2000489184881,0,0,0
1965,STL,1,0,1,2,8.970026350082994,-1.97,-1.9,0.4625,45.923832181374415,4.790365080779025,0,0,0
1966,BAL,1,0,1,2,15.612462274190232,-0.5,-0.5,0.45,48.41871574300575,15.50397140998425,0,0,0
1966,BOS,3,3,0,4,78.83514127700306,2.65,2.466666666666667,0.6041666666666666,58.77597100379976,70.70184076935979,1,1,0
1966,CIN,1,0,1,2,48.99579766015951,4.34,4.0,0.675,63.815077456760925,69.34806074219276,0,0,0
1966,LAL,2,1,1,4,64.77012279047958,1.92,1.75,0.5625,56.11689659988333,70.596972242709,0,1,0
1966,PHI,1,0,1,3,67.8568936449761,4.34,4.0,0.675,63.815077456760925,90.09176394350985,0,0,0
1966,STL,2,1,1,3,40.129135217748825,0.8499999999999999,0.8,0.51875,52.97572619163243,40.53086325443359,0,0,0
1967,BOS,2,1,1,3,54.27307466340412,2.88,2.5,0.6419753086419753,57.439197787764556,63.34366881194212,0,0,0
1967,CHI,1,0,1,2,12.633492319197028,-1.44,-1.3,0.48148148148148145,47.574523879465836,10.69918115999521,0,0,0
1967,CIN,1,0,1,2,68.0,8.5,7.6,0.8395061728395061,70.41595211762345,100.0,0,0,0
1967,LAL,1,0,1,2,33.40115004885194,2.58,2.2,0.5432098765432098,55.78519542346335,44.1954033045999,0,0,0
1967,NYK,1,0,1,2,61.678445723696534,7.24,6.5,0.7407407407407407,67.01584069341513,89.80394471563957,0,0,0
1967,PHI,3,3,0,4,78.99571560570084,3.1966666666666668,2.8333333333333335,0.588477366255144,57.52286180267985,70.96083162209814,1,1,0
1967,SFW,3,2,1,4,65.4036297761374,2.4566666666666666,2.1999999999999997,0.588477366255144,56.121486696446475,66.78004802602806,0,1,0
1967,STL,2,1,1,3,31.885609645313522,-0.395,-0.44999999999999996,0.47530864197530864,49.4477328025829,27.234854266634713,0,0,0
1968,BOS,3,3,0,4,84.73786850674645,3.75,3.3000000000000003,0.6260162601626016,59.73889645812249,80.22236855926846,1,1,0
1968,CHI,1,0,1,2,49.34540737225871,4.99,4.7,0.6341463414634146,62.782011941068475,69.91194737461083,0,0,0
1968,DET,1,0,1,2,43.44695656877458,3.87,3.3,0.6585365853658537,60.20174784368707,60.39831704641062,0,0,0
1968,DLC,2,1,1,3,35.79064837345546,0.06000000000000005,0.20000000000000018,0.4935897435897436,50.7173916150343,33.533303828153976,0,0,0
1968,DNR,1,0,1,2,46.01027135176345,4.16,4.5,0.6153846153846154,61.46588613101032,64.53269572865072,0,0,0
1968,HSM,1,0,1,2,28.598513285729478,0.98,1.2,0.5897435897435898,54.259557566237135,36.44921497698303,0,0,0
1968,INA,1,0,1,2,41.939425937862204,3.17,2.9,0.6923076923076923,59.85140089392604,57.96681602881001,0,0,0
1968,KEN,1,0,1,2,43.838545358503175,3.8,3.7,0.6410256410256411,60.505738399938096,61.02991186855351,0,0,0
1968,LAL,3,2,1,4,48.559514319082936,-0.18333333333333326,-0.20000000000000004,0.5121951219512195,50.05231077186253,39.6121198694886,0,1,0
1968,MNM,2,1,1,3,44.07408022444003,1.395,1.1,0.5769230769230769,54.31881850421037,46.893677781354896,0,0,0
1968,NOB,3,2,1,4,67.14485946384269,2.56,2.733333333333333,0.6196581196581197,57.974146086696955,69.58848300619788,0,1,0
1968,NYK,1,0,1,2,66.50031523116769,7.96,6.9,0.7560975609756098,69.85421002221003,97.58115359865756,0,0,0
1968,PHI,2,1,1,3,51.59319602718936,2.825,2.45,0.5914634146341464,57.28195563706339,59.021283914821545,0,0,0
1968,PTP,3,3,0,4,78.59538509686642,2.8200000000000003,2.8000000000000003,0.5811965811965812,57.695352280378785,70.31513725301036,1,1,0
1968,SFW,2,1,1,3,59.137085805996236,3.68,3.55,0.6585365853658537,60.45424859206668,71.18884807418748,0,0,0
1968,STL,1,0,1,2,17.57910457175952,-0.66,-0.5,0.524390243902439,49.38500219486021,18.67597511574116,0,0,0
1969,ATL,2,1,1,3,45.88732434340015,1.77,1.75,0.5609756097560976,54.790135785835815,49.81826507000025,0,0,0
1969,BAL,1,0,1,2,51.54431878787418,5.48,5.1,0.6585365853658537,63.16962371562802,73.45857869011965,0,0,0
1969,BOS,3,3,0,4,89.47152475226608,4.703333333333333,4.3,0.6666666666666666,61.742834627322374,87.85729798752593,1,1,0
1969,DLC,1,0,1,2,38.49619471258873,3.13,3.1,0.5897435897435898,57.9656727824882,52.41321727836892,0,0,0
1969,DNR,1,0,1,2,65.45282372472448,7.6,7.1,0.7692307692307693,68.91710892547694,95.89165116891046,0,0,0
1969,INA,3,2,1,4,67.66226818954578,2.5433333333333334,2.533333333333333,0.6196581196581197,57.25865356000832,70.42301320894482,0,1,0
1969,KEN,1,0,1,2,39.63552335987631,3.35,3.7,0.5641025641025641,58.388524095037496,54.25084412883275,0,0,0
1969,LAL,3,2,1,4,61.3290930508377,1.96,1.7666666666666666,0.556910569105691,54.92543487032834,60.20821459812532,0,1,0
1969,MMF,2,1,1,3,44.20512299181184,1.6500000000000001,1.9000000000000001,0.5128205128205128,54.19482151365601,47.10503708356749,0,0,0
1969,MNP,1,0,1,2,22.855867593778306,0.09,0.4,0.5512820512820513,51.74634985752888,27.186883215771463,0,0,0
1969,NOB,2,1,1,3,58.40453987378003,3.645,3.25,0.6474358974358975,59.465108522903904,70.00732237706457,0,0,0
1969,NYK,2,1,1,3,61.912375585181564,4.699999999999999,4.1,0.6402439024390243,61.124643878477784,75.66512191158317,0,0,0
1969,OAK,3,3,0,4,76.5559155831413,2.6300000000000003,2.733333333333333,0.5726495726495727,56.86424528287343,67.02567029538919,1,1,0
1969,PHI,1,0,1,2,47.91660595596138,5.35,4.7,0.5853658536585366,61.54105839710875,67.60742896122804,0,0,0
1969,SDR,1,0,1,2,32.648322470944265,2.06,1.9,0.5853658536585366,55.59698120549557,42.98116527571656,0,0,0
1969,SFW,1,0,1,2,44.07101134749768,3.84,3.6,0.6707317073170732,60.26897461413888,61.40485701209304,0,0,0
1970,ATL,2,1,1,3,35.4943143102011,0.025000000000000022,0.09999999999999998,0.5182926829268293,50.948947085699395,33.05534566161468,0,0,0
1970,BAL,1,0,1,2,68.0,8.42,7.9,0.7317073170731707,76.84013053052465,100.0,0,0,0
1970,CAR,1,0,1,2,43.94252486562794,2.67,3.2,0.7023809523809523,62.233770660816646,61.197620751012806,0,0,0
1970,CHI,1,0,1,2,25.08691715667016,0.31,0.4,0.5853658536585366,53.02721839423981,30.78535025269381,0,0,0
1970,DLC,1,0,1,2,20.7755889104801,0.28,-0.2,0.5119047619047619,50.78992304761872,23.831595016903385,0,0,0
1970,DNR,2,1,1,3,33.472013106781084,-0.004999999999999977,-0.4,0.5178571428571428,50.2446669509209,29.79356952706627,0,0,0
1970,INA,3,3,0,4,60.34644122356333,0.12333333333333335,0.16666666666666666,0.5158730158730158,51.15651979420601,40.88135681219892,1,1,0
1970,KEN,2,1,1,3,43.87420266624933,0.825,1.2000000000000002,0.5833333333333333,54.78320407748242,46.5712946229828,0,0,0
1970,LAL,3,2,1,4,68.60448721412915,2.356666666666667,2.266666666666667,0.5975609756097561,58.53492479043718,71.94272131311153,0,1,0
1970,LAS,3,2,1,4,71.77172364959691,3.0400000000000005,2.966666666666667,0.615079365079365,60.76891935977974,77.0511671767692,0,1,0
1970,MIL,2,1,1,3,73.3477242268597,5.87,5.35,0.6219512195121951,67.8910494660507,94.10923262396726,0,0,0
1970,NYA,1,0,1,2,25.224625351343786,0.5,0.9,0.5357142857142857,53.04470093638391,31.00746024410288,0,0,0
1970,NYK,3,3,0,4,79.6198533676899,2.65,2.5,0.6178861788617886,59.61348996665839,71.9675054317579,1,1,0
1970,PHI,1,0,1,2,50.161585990228296,4.25,4.0,0.6829268292682927,65.03670654181983,71.22836450036822,0,0,0
1970,PHO,1,0,1,2,32.06728800155382,1.76,1.7,0.5609756097560976,56.25948120665386,42.044012905731975,0,0,0
1970,WSA,1,0,1,2,47.69719265779407,4.32,4.0,0.6071428571428571,63.74613490144627,67.25353654482915,0,0,0
1971,ATL,1,0,1,2,47.84888986460792,5.05,4.5,0.6341463414634146,61.402495979679216,67.49820945904503,0,0,0
1971,BAL,3,2,1,4,86.0,6.260000000000001,5.533333333333334,0.6707317073170732,64.01168625842173,100.0,0,1,0
1971,CHI,1,0,1,2,37.50692650997282,3.27,2.7,0.5853658536585366,57.316081072634304,50.817623403181976,0,0,0
1971,DNR,1,0,1,0,0.0,-2.21,-2.6,0.35714285714285715,43.6768784237752,0.0,0,0,0
1971,FLO,1,0,1,2,20.27578702299578,-0.17,0.0,0.5238095238095238,50.60355054956917,23.025462940315776,0,0,0
1971,INA,2,1,1,3,53.32962251232155,3.1199999999999997,2.9,0.5833333333333334,57.26401524180389,61.82197179406702,0,0,0
1971,KEN,3,2,1,4,66.93745841568563,2.58,2.6999999999999997,0.5912698412698413,56.701715531226846,69.25396518658972,0,1,0
1971,LAL,2,1,1,3,77.0,8.695,7.800000000000001,0.7134146341463414,68.98360064910432,100.0,0,0,0
1971,MIL,3,3,0,4,65.11508649046544,1.1166666666666667,0.6333333333333334,0.5325203252032521,52.62563736208926,48.572720145911994,1,1,0
1971,MMP,1,0,1,2,53.34398551849057,5.63,5.5,0.6904761904761905,63.6264701572392,76.36126696530737,0,0,0
1971,NYA,1,0,1,2,39.115888232779675,2.79,3.0,0.6547619047619048,58.177071604844016,53.412722956096246,0,0,0
1971,NYK,2,1,1,3,31.686679602514936,-0.195,-0.5,0.47560975609756095,49.47269075938278,26.913999358895058,0,0,0
1971,PHI,1,0,1,2,23.984576358724578,0.91,0.5,0.5121951219512195,51.993630415646464,29.007381223749316,0,0,0
1971,SFW,1,0,1,2,68.0,11.92,10.8,0.8048780487804879,76.13869733578389,100.0,0,0,0
1971,TEX,2,1,1,2,24.029423830727655,1.7249999999999999,1.5,0.5178571428571429,53.63551126413648,24.241006178592993,0,0,0
1971,UTS,3,3,0,4,65.66018273074963,1.0833333333333333,0.9666666666666667,0.5238095238095238,52.635633043527854,49.45190763024134,1,1,0
1971,VIR,2,1,1,3,31.909715126295083,-0.515,-0.25,0.5,49.709271554705424,27.273734074669488,0,0,0
1972,ATL,1,0,1,2,45.382593278684475,4.38,4.1,0.6829268292682927,59.73606250474001,63.520311739813664,0,0,0
1972,BAL,1,0,1,2,33.063338462053856,2.28,2.2,0.5853658536585366,55.215839109786025,43.65054590653848,0,0,0
1972,BOS,2,1,1,3,36.032625029059275,0.16999999999999993,0.30000000000000004,0.5121951219512195,51.02236491062456,33.92358875654722,0,0,0
1972,CHI,1,0,1,2,68.0,11.65,10.5,0.8414634146341463,73.0154330114945,100.0,0,0,0
1972,DLC,1,0,1,2,50.610616498935606,5.16,5.1,0.7142857142857143,61.7750228405802,71.95260725634775,0,0,0
1972,DNR,1,0,1,2,33.90740400050034,2.72,2.4,0.5595238095238095,55.483335684809155,45.01194193629088,0,0,0
1972,FLO,1,0,1,2,24.074218656388176,0.56,0.7,0.5357142857142857,52.02208137119215,29.151965574819638,0,0,0
1972,GSW,1,0,1,2,68.0,10.7,10.0,0.7682926829268293,70.92791723180923,100.0,0,0,0
1972,INA,3,3,0,4,68.4117901149722,1.4800000000000002,1.4666666666666666,0.5476190476190476,53.591071349580375,53.88998405640677,1,1,0
1972,KEN,1,0,1,2,22.254058441798513,0.21,0.4,0.5238095238095238,51.407105673828255,26.216223293223408,0,0,0
1972,LAL,3,3,0,4,97.0,6.963333333333334,6.6000000000000005,0.6829268292682927,63.9654784236445,100.0,1,1,0
