player_id,season,mvp_share,fmvp_share,dpoy_share,mvp_award_score,fmvp_award_score,dpoy_award_score,other_award_score,all_team_score,all_nba_score,all_defense_score,all_nba_first_score,all_nba_second_score,all_nba_third_score,all_defense_first_score,all_defense_second_score,all_nba_first_flag,all_nba_second_flag,all_nba_third_flag,all_nba_any_flag,all_star_score,all_star_flag,award_vote_score,award_score_season
anderro01,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.084
anderry01,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86
anderry01,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999999,0.06999999999999999
anderry01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.198
anderwi01,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.14100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14100000000000001,0.14100000000000001
antetgi01,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006
antetgi01,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.068
antetgi01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.304
antetgi01,2017,0.007,0.0,0.0,0.245,0.0,0.0,1.712,16.5,13.0,3.5,0.0,13.0,0.0,0.0,3.5,0.0,1.0,0.0,1.0,2.0,1.0,1.9569999999999999,20.457
antetgi01,2018,0.074,0.0,0.0,2.59,0.0,0.0,0.028,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.618,17.618000000000002
antetgi01,2019,0.932,0.0,0.56,32.620000000000005,0.0,11.200000000000001,0.016,30.0,24.0,6.0,24.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,43.836000000000006,75.83600000000001
antetgi01,2020,0.952,0.0,0.864,33.32,0.0,17.28,0.0,30.0,24.0,6.0,24.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,50.6,82.6
antetgi01,2021,0.345,0.0,0.024,12.075,0.0,0.48,0.0,30.0,24.0,6.0,24.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,12.555,44.555
antetgi01,2022,0.595,0.0,0.116,20.825,0.0,2.3200000000000003,0.0,30.0,24.0,6.0,24.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,23.145,55.144999999999996
antetgi01,2023,0.606,0.0,0.028,21.21,0.0,0.56,0.0,24.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,21.77,47.769999999999996
antetgi01,2024,0.194,0.0,0.006,6.79,0.0,0.12,0.004,24.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,6.914,32.914
antetgi01,2025,0.47,0.0,0.01,16.45,0.0,0.2,0.0,24.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,16.65,42.65
antetgi01,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
anthoca01,2004,0.001,0.0,0.0,0.035,0.0,0.0,2.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222,2.222
anthoca01,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.06,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.06,7.06
anthoca01,2007,0.001,0.0,0.0,0.035,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.035,9.035
anthoca01,2008,0.002,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.07,2.07
anthoca01,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0
anthoca01,2010,0.053,0.0,0.0,1.855,0.0,0.0,0.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.855,16.855
anthoca01,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
anthoca01,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,9.0
anthoca01,2013,0.393,0.0,0.0,13.755,0.0,0.0,0.016,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,13.771,28.771
anthoca01,2014,0.003,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.105,2.105
anthoca01,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
anthoca01,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
anthoca01,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
anthoca01,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048
